snippet,sentiment,tokenize,normalisasi,lemmatisasi,stopwords,stemming,sentiment_encoded
first time pake nih apk buat beli tiket pesawat stlah pembayaran di suruh pencet tombol check in sudah di pencet tapi cuma masuk ke menu biasa alhasil pas dateng ke bandara tiket di tolak krna alasan belum check in padahal di email tulisan chek in disini sudah di pencet halah,Negatif,"['first', 'time', 'pake', 'nih', 'apk', 'buat', 'beli', 'tiket', 'pesawat', 'stlah', 'pembayaran', 'di', 'suruh', 'pencet', 'tombol', 'check', 'in', 'sudah', 'di', 'pencet', 'tapi', 'cuma', 'masuk', 'ke', 'menu', 'biasa', 'alhasil', 'pas', 'dateng', 'ke', 'bandara', 'tiket', 'di', 'tolak', 'krna', 'alasan', 'belum', 'check', 'in', 'padahal', 'di', 'email', 'tulisan', 'chek', 'in', 'disini', 'sudah', 'di', 'pencet', 'halah']","['first', 'time', 'pakai', 'nih', 'aplikasi', 'buat', 'beli', 'tiket', 'pesawat', 'stlah', 'pembayaran', 'di', 'suruh', 'pencet', 'tombol', 'check', 'in', 'sudah', 'di', 'pencet', 'tapi', 'cuma', 'masuk', 'ke', 'menu', 'biasa', 'alhasil', 'pas', 'dateng', 'ke', 'bandara', 'tiket', 'di', 'tolak', 'krna', 'alasan', 'belum', 'check', 'in', 'padahal', 'di', 'email', 'tulisan', 'chek', 'in', 'disini', 'sudah', 'di', 'pencet', 'halah']","['first', 'time', 'pakai', 'nih', 'aplikasi', 'buat', 'beli', 'tiket', 'pesawat', 'stlah', 'pembayaran', 'di', 'suruh', 'pencet', 'tombol', 'check', 'in', 'sudah', 'di', 'pencet', 'tapi', 'cuma', 'masuk', 'ke', 'menu', 'biasa', 'alhasil', 'pas', 'dateng', 'ke', 'bandara', 'tiket', 'di', 'tolak', 'krna', 'alasan', 'belum', 'check', 'in', 'padahal', 'di', 'email', 'tulisan', 'chek', 'in', 'disini', 'sudah', 'di', 'pencet', 'halah']","['first', 'time', 'pakai', 'nih', 'aplikasi', 'beli', 'tiket', 'pesawat', 'stlah', 'pembayaran', 'suruh', 'pencet', 'tombol', 'check', 'in', 'pencet', 'tapi', 'masuk', 'menu', 'alhasil', 'pas', 'dateng', 'bandara', 'tiket', 'tolak', 'krna', 'alasan', 'check', 'in', 'email', 'tulisan', 'chek', 'in', 'pencet', 'halah']","['first', 'time', 'pakai', 'nih', 'aplikasi', 'beli', 'tiket', 'pesawat', 'stlah', 'bayar', 'suruh', 'pencet', 'tombol', 'check', 'in', 'pencet', 'tapi', 'masuk', 'menu', 'alhasil', 'pas', 'dateng', 'bandara', 'tiket', 'tolak', 'krna', 'alasan', 'check', 'in', 'email', 'tulis', 'chek', 'in', 'pencet', 'halah']",0
minta tolong ke pihak traveloka kalau ada perubahan jadwal penerbangan segera memberikan pemberitahuan melalui email atau contact whattsapp sehingga kita bisa mengantisipasi dan kejadian ini bukan hanya atau kali tapi berkali kali kepada costumer dan paling sering terjadi di hari weekend maaf untuk sekarang saya tidak akan pakai traveloka lagi,Negatif,"['minta', 'tolong', 'ke', 'pihak', 'traveloka', 'kalau', 'ada', 'perubahan', 'jadwal', 'penerbangan', 'segera', 'memberikan', 'pemberitahuan', 'melalui', 'email', 'atau', 'contact', 'whattsapp', 'sehingga', 'kita', 'bisa', 'mengantisipasi', 'dan', 'kejadian', 'ini', 'bukan', 'hanya', 'atau', 'kali', 'tapi', 'berkali', 'kali', 'kepada', 'costumer', 'dan', 'paling', 'sering', 'terjadi', 'di', 'hari', 'weekend', 'maaf', 'untuk', 'sekarang', 'saya', 'tidak', 'akan', 'pakai', 'traveloka', 'lagi']","['minta', 'tolong', 'ke', 'pihak', 'traveloka', 'kalau', 'ada', 'perubahan', 'jadwal', 'penerbangan', 'segera', 'memberikan', 'pemberitahuan', 'melalui', 'email', 'atau', 'contact', 'whattsapp', 'sehingga', 'kita', 'bisa', 'mengantisipasi', 'dan', 'kejadian', 'ini', 'bukan', 'hanya', 'atau', 'kali', 'tapi', 'berkali', 'kali', 'kepada', 'costumer', 'dan', 'paling', 'sering', 'terjadi', 'di', 'hari', 'weekend', 'maaf', 'untuk', 'sekarang', 'saya', 'tidak', 'akan', 'pakai', 'traveloka', 'lagi']","['minta', 'tolong', 'ke', 'pihak', 'traveloka', 'kalau', 'ada', 'perubahan', 'jadwal', 'penerbangan', 'segera', 'memberikan', 'pemberitahuan', 'melalui', 'email', 'atau', 'contact', 'whattsapp', 'sehingga', 'kita', 'bisa', 'mengantisipasi', 'dan', 'kejadian', 'ini', 'bukan', 'hanya', 'atau', 'kali', 'tapi', 'berkali', 'kali', 'kepada', 'costumer', 'dan', 'paling', 'sering', 'terjadi', 'di', 'hari', 'weekend', 'maaf', 'untuk', 'sekarang', 'saya', 'tidak', 'akan', 'pakai', 'traveloka', 'lagi']","['tolong', 'traveloka', 'perubahan', 'jadwal', 'penerbangan', 'pemberitahuan', 'email', 'contact', 'whattsapp', 'mengantisipasi', 'kejadian', 'kali', 'tapi', 'berkali', 'kali', 'costumer', 'weekend', 'maaf', 'pakai', 'traveloka']","['tolong', 'traveloka', 'ubah', 'jadwal', 'terbang', 'pemberitahuan', 'email', 'contact', 'whattsapp', 'antisipasi', 'jadi', 'kali', 'tapi', 'kali', 'kali', 'costumer', 'weekend', 'maaf', 'pakai', 'traveloka']",0
sudah berubah jadi aplikasi penipu hati yang mau order tiket pesawat reschedule hari sebelum hari h dan pilihan waktu dikasih tidak masuk akal supaya apa refund cukup laporkan ke playstore biar ditendang ini aplikasi penipu,Negatif,"['sudah', 'berubah', 'jadi', 'aplikasi', 'penipu', 'hati', 'yang', 'mau', 'order', 'tiket', 'pesawat', 'reschedule', 'hari', 'sebelum', 'hari', 'h', 'dan', 'pilihan', 'waktu', 'dikasih', 'tidak', 'masuk', 'akal', 'supaya', 'apa', 'refund', 'cukup', 'laporkan', 'ke', 'playstore', 'biar', 'ditendang', 'ini', 'aplikasi', 'penipu']","['sudah', 'berubah', 'jadi', 'aplikasi', 'penipu', 'hati', 'yang', 'mau', 'order', 'tiket', 'pesawat', 'reschedule', 'hari', 'sebelum', 'hari', 'h', 'dan', 'pilihan', 'waktu', 'dikasih', 'tidak', 'masuk', 'akal', 'supaya', 'apa', 'refund', 'cukup', 'laporkan', 'ke', 'playstore', 'biar', 'ditendang', 'ini', 'aplikasi', 'penipu']","['sudah', 'berubah', 'jadi', 'aplikasi', 'penipu', 'hati', 'yang', 'mau', 'order', 'tiket', 'pesawat', 'reschedule', 'hari', 'sebelum', 'hari', 'h', 'dan', 'pilihan', 'waktu', 'dikasih', 'tidak', 'masuk', 'akal', 'supaya', 'apa', 'refund', 'cukup', 'laporkan', 'ke', 'playstore', 'biar', 'ditendang', 'ini', 'aplikasi', 'penipu']","['berubah', 'aplikasi', 'penipu', 'hati', 'order', 'tiket', 'pesawat', 'reschedule', 'h', 'pilihan', 'dikasih', 'masuk', 'akal', 'refund', 'laporkan', 'playstore', 'biar', 'ditendang', 'aplikasi', 'penipu']","['ubah', 'aplikasi', 'tipu', 'hati', 'order', 'tiket', 'pesawat', 'reschedule', 'h', 'pilih', 'kasih', 'masuk', 'akal', 'refund', 'lapor', 'playstore', 'biar', 'tendang', 'aplikasi', 'tipu']",0
dapat limit paylater tapi susah digunakan lalu bisa digunakan tapi tidak menggunakan lebih dan tidak telat bayar tagihan eh tiba tiba diblokir lapor ke cs diopor dan ga ngasih solusi pembukaan blokir,Negatif,"['dapat', 'limit', 'paylater', 'tapi', 'susah', 'digunakan', 'lalu', 'bisa', 'digunakan', 'tapi', 'tidak', 'menggunakan', 'lebih', 'dan', 'tidak', 'telat', 'bayar', 'tagihan', 'eh', 'tiba', 'tiba', 'diblokir', 'lapor', 'ke', 'cs', 'diopor', 'dan', 'ga', 'ngasih', 'solusi', 'pembukaan', 'blokir']","['dapat', 'limit', 'paylater', 'tapi', 'susah', 'digunakan', 'lalu', 'bisa', 'digunakan', 'tapi', 'tidak', 'menggunakan', 'lebih', 'dan', 'tidak', 'telat', 'bayar', 'tagihan', 'eh', 'tiba', 'tiba', 'diblokir', 'lapor', 'ke', 'customer service', 'diopor', 'dan', 'tidak', 'ngasih', 'solusi', 'pembukaan', 'blokir']","['dapat', 'limit', 'paylater', 'tapi', 'susah', 'digunakan', 'lalu', 'bisa', 'digunakan', 'tapi', 'tidak', 'menggunakan', 'lebih', 'dan', 'tidak', 'telat', 'bayar', 'tagihan', 'eh', 'tiba', 'tiba', 'diblokir', 'lapor', 'ke', 'customer rvice', 'diopor', 'dan', 'tidak', 'ngasih', 'solusi', 'pembukaan', 'blokir']","['limit', 'paylater', 'tapi', 'susah', 'tapi', 'telat', 'bayar', 'tagihan', 'eh', 'diblokir', 'lapor', 'customer service', 'diopor', 'ngasih', 'solusi', 'pembukaan', 'blokir']","['limit', 'paylater', 'tapi', 'susah', 'tapi', 'telat', 'bayar', 'tagih', 'eh', 'blokir', 'lapor', 'customer service', 'opor', 'ngasih', 'solusi', 'buka', 'blokir']",0
sangat kecewa aplikasi berkedok nipu tiket kamar hotel kamar uang hangus tidak bisa refaund padahal di aplikasi sudah jelas gratis refaund dan sudah konfirmasi pihak hotel juga lepas tangan di email juga tidak ada respon sama sekali detail pesanan tidak ada selesai pesan langsung hilang bukti pemesanan,Negatif,"['sangat', 'kecewa', 'aplikasi', 'berkedok', 'nipu', 'tiket', 'kamar', 'hotel', 'kamar', 'uang', 'hangus', 'tidak', 'bisa', 'refaund', 'padahal', 'di', 'aplikasi', 'sudah', 'jelas', 'gratis', 'refaund', 'dan', 'sudah', 'konfirmasi', 'pihak', 'hotel', 'juga', 'lepas', 'tangan', 'di', 'email', 'juga', 'tidak', 'ada', 'respon', 'sama', 'sekali', 'detail', 'pesanan', 'tidak', 'ada', 'selesai', 'pesan', 'langsung', 'hilang', 'bukti', 'pemesanan']","['sangat', 'kecewa', 'aplikasi', 'berkedok', 'nipu', 'tiket', 'kamar', 'hotel', 'kamar', 'uang', 'hangus', 'tidak', 'bisa', 'refund', 'padahal', 'di', 'aplikasi', 'sudah', 'jelas', 'gratis', 'refund', 'dan', 'sudah', 'konfirmasi', 'pihak', 'hotel', 'juga', 'lepas', 'tangan', 'di', 'email', 'juga', 'tidak', 'ada', 'respon', 'sama', 'sekali', 'detail', 'pesanan', 'tidak', 'ada', 'selesai', 'pesan', 'langsung', 'hilang', 'bukti', 'pemesanan']","['sangat', 'kecewa', 'aplikasi', 'berkedok', 'nipu', 'tiket', 'kamar', 'hotel', 'kamar', 'uang', 'hangus', 'tidak', 'bisa', 'refund', 'padahal', 'di', 'aplikasi', 'sudah', 'jelas', 'gratis', 'refund', 'dan', 'sudah', 'konfirmasi', 'pihak', 'hotel', 'juga', 'lepas', 'tangan', 'di', 'email', 'juga', 'tidak', 'ada', 'respon', 'sama', 'sekali', 'detail', 'pesanan', 'tidak', 'ada', 'selesai', 'pesan', 'langsung', 'hilang', 'bukti', 'pemesanan']","['kecewa', 'aplikasi', 'berkedok', 'nipu', 'tiket', 'kamar', 'hotel', 'kamar', 'uang', 'hangus', 'refund', 'aplikasi', 'gratis', 'refund', 'konfirmasi', 'hotel', 'lepas', 'tangan', 'email', 'respon', 'detail', 'pesanan', 'selesai', 'pesan', 'langsung', 'hilang', 'bukti', 'pemesanan']","['kecewa', 'aplikasi', 'kedok', 'nipu', 'tiket', 'kamar', 'hotel', 'kamar', 'uang', 'hangus', 'refund', 'aplikasi', 'gratis', 'refund', 'konfirmasi', 'hotel', 'lepas', 'tangan', 'email', 'respon', 'detail', 'pesan', 'selesai', 'pesan', 'langsung', 'hilang', 'bukti', 'mesan']",0
setiap pesan dengan aplikasi ini sama hotelnya seakan diberikan fasilitas yang paling minim kenapa ya dari dikasi kamar dengan ac rusak kamar mandi rusak plafond rusak padahal kamar lain yg lbh bagus n proper banyak tapi kalo pesan pake aplikasi selalu diberi kamar sisa yg paling buruk coba traveloka perbaiki hubungannya dg hotel sampe saking jujurnya sy review hotel tsb buruk semua padahal bintang empat dan loh,Negatif,"['setiap', 'pesan', 'dengan', 'aplikasi', 'ini', 'sama', 'hotelnya', 'seakan', 'diberikan', 'fasilitas', 'yang', 'paling', 'minim', 'kenapa', 'ya', 'dari', 'dikasi', 'kamar', 'dengan', 'ac', 'rusak', 'kamar', 'mandi', 'rusak', 'plafond', 'rusak', 'padahal', 'kamar', 'lain', 'yg', 'lbh', 'bagus', 'n', 'proper', 'banyak', 'tapi', 'kalo', 'pesan', 'pake', 'aplikasi', 'selalu', 'diberi', 'kamar', 'sisa', 'yg', 'paling', 'buruk', 'coba', 'traveloka', 'perbaiki', 'hubungannya', 'dg', 'hotel', 'sampe', 'saking', 'jujurnya', 'sy', 'review', 'hotel', 'tsb', 'buruk', 'semua', 'padahal', 'bintang', 'empat', 'dan', 'loh']","['setiap', 'pesan', 'dengan', 'aplikasi', 'ini', 'sama', 'hotelnya', 'seakan', 'diberikan', 'fasilitas', 'yang', 'paling', 'minim', 'kenapa', 'ya', 'dari', 'dikasi', 'kamar', 'dengan', 'ac', 'rusak', 'kamar', 'mandi', 'rusak', 'plafond', 'rusak', 'padahal', 'kamar', 'lain', 'yang', 'lebih', 'bagus', 'dan', 'proper', 'banyak', 'tapi', 'kalau', 'pesan', 'pakai', 'aplikasi', 'selalu', 'diberi', 'kamar', 'sisa', 'yang', 'paling', 'buruk', 'coba', 'traveloka', 'perbaiki', 'hubungannya', 'dengan', 'hotel', 'sampai', 'saking', 'jujurnya', 'saya', 'review', 'hotel', 'tsb', 'buruk', 'semua', 'padahal', 'bintang', 'empat', 'dan', 'loh']","['setiap', 'pesan', 'dengan', 'aplikasi', 'ini', 'sama', 'hotelnya', 'seakan', 'diberikan', 'fasilitas', 'yang', 'paling', 'minim', 'kenapa', 'ya', 'dari', 'dikasi', 'kamar', 'dengan', 'ac', 'rusak', 'kamar', 'mandi', 'rusak', 'plafond', 'rusak', 'padahal', 'kamar', 'lain', 'yang', 'lebih', 'bagus', 'dan', 'proper', 'banyak', 'tapi', 'kalau', 'pesan', 'pakai', 'aplikasi', 'selalu', 'diberi', 'kamar', 'sisa', 'yang', 'paling', 'buruk', 'coba', 'traveloka', 'perbaiki', 'hubungannya', 'dengan', 'hotel', 'sampai', 'saking', 'jujurnya', 'saya', 'review', 'hotel', 'tsb', 'buruk', 'semua', 'padahal', 'bintang', 'empat', 'dan', 'loh']","['pesan', 'aplikasi', 'hotelnya', 'seakan', 'fasilitas', 'minim', 'dikasi', 'kamar', 'ac', 'rusak', 'kamar', 'mandi', 'rusak', 'plafond', 'rusak', 'kamar', 'bagus', 'proper', 'tapi', 'pesan', 'pakai', 'aplikasi', 'kamar', 'sisa', 'buruk', 'coba', 'traveloka', 'perbaiki', 'hubungannya', 'hotel', 'saking', 'jujurnya', 'review', 'hotel', 'tsb', 'buruk', 'bintang', 'loh']","['pesan', 'aplikasi', 'hotel', 'akan', 'fasilitas', 'minim', 'kasi', 'kamar', 'ac', 'rusak', 'kamar', 'mandi', 'rusak', 'plafond', 'rusak', 'kamar', 'bagus', 'proper', 'tapi', 'pesan', 'pakai', 'aplikasi', 'kamar', 'sisa', 'buruk', 'coba', 'traveloka', 'perbaiki', 'hubung', 'hotel', 'saking', 'jujur', 'review', 'hotel', 'tsb', 'buruk', 'bintang', 'loh']",0
estimasi biaya refundnya terlalu jauh saat pengajuan tidak sesuai dengan yang diterima jadi saya merasa tertipu berbeda dengan aplikasi biru kuning estimasi biaya sesuai saat pengajuan hingga akhir,Negatif,"['estimasi', 'biaya', 'refundnya', 'terlalu', 'jauh', 'saat', 'pengajuan', 'tidak', 'sesuai', 'dengan', 'yang', 'diterima', 'jadi', 'saya', 'merasa', 'tertipu', 'berbeda', 'dengan', 'aplikasi', 'biru', 'kuning', 'estimasi', 'biaya', 'sesuai', 'saat', 'pengajuan', 'hingga', 'akhir']","['estimasi', 'biaya', 'refundnya', 'terlalu', 'jauh', 'saat', 'pengajuan', 'tidak', 'sesuai', 'dengan', 'yang', 'diterima', 'jadi', 'saya', 'merasa', 'tertipu', 'berbeda', 'dengan', 'aplikasi', 'biru', 'kuning', 'estimasi', 'biaya', 'sesuai', 'saat', 'pengajuan', 'hingga', 'akhir']","['estimasi', 'biaya', 'refundnya', 'terlalu', 'jauh', 'saat', 'pengajuan', 'tidak', 'sesuai', 'dengan', 'yang', 'diterima', 'jadi', 'saya', 'merasa', 'tertipu', 'berbeda', 'dengan', 'aplikasi', 'biru', 'kuning', 'estimasi', 'biaya', 'sesuai', 'saat', 'pengajuan', 'hingga', 'akhir']","['estimasi', 'biaya', 'refundnya', 'jauh', 'pengajuan', 'sesuai', 'diterima', 'tertipu', 'berbeda', 'aplikasi', 'biru', 'kuning', 'estimasi', 'biaya', 'sesuai', 'pengajuan']","['estimasi', 'biaya', 'refundnya', 'jauh', 'aju', 'sesuai', 'terima', 'tipu', 'beda', 'aplikasi', 'biru', 'kuning', 'estimasi', 'biaya', 'sesuai', 'aju']",0
astagfirullah kecewa di waktu dan rugi jutaan kita pakai traveloka refund hotel the bogor tidak bisa resecedule juga tdk bisa kapok cukup sekali ini pesan hotel pakai traveloka jadi hangus lah pesanannya dzalim ke orang lain membuat hidup anda tidak berkah dan ada balasannya baik di dunia dan akhirat,Negatif,"['astagfirullah', 'kecewa', 'di', 'waktu', 'dan', 'rugi', 'jutaan', 'kita', 'pakai', 'traveloka', 'refund', 'hotel', 'the', 'bogor', 'tidak', 'bisa', 'resecedule', 'juga', 'tdk', 'bisa', 'kapok', 'cukup', 'sekali', 'ini', 'pesan', 'hotel', 'pakai', 'traveloka', 'jadi', 'hangus', 'lah', 'pesanannya', 'dzalim', 'ke', 'orang', 'lain', 'membuat', 'hidup', 'anda', 'tidak', 'berkah', 'dan', 'ada', 'balasannya', 'baik', 'di', 'dunia', 'dan', 'akhirat']","['astagfirullah', 'kecewa', 'di', 'waktu', 'dan', 'rugi', 'jutaan', 'kita', 'pakai', 'traveloka', 'refund', 'hotel', 'the', 'bogor', 'tidak', 'bisa', 'resecedule', 'juga', 'tidak', 'bisa', 'kapok', 'cukup', 'sekali', 'ini', 'pesan', 'hotel', 'pakai', 'traveloka', 'jadi', 'hangus', 'lah', 'pesanannya', 'dzalim', 'ke', 'orang', 'lain', 'membuat', 'hidup', 'anda', 'tidak', 'berkah', 'dan', 'ada', 'balasannya', 'baik', 'di', 'dunia', 'dan', 'akhirat']","['astagfirullah', 'kecewa', 'di', 'waktu', 'dan', 'rugi', 'jutaan', 'kita', 'pakai', 'traveloka', 'refund', 'hotel', 'the', 'bogor', 'tidak', 'bisa', 'resecedule', 'juga', 'tidak', 'bisa', 'kapok', 'cukup', 'sekali', 'ini', 'pesan', 'hotel', 'pakai', 'traveloka', 'jadi', 'hangus', 'lah', 'pesanannya', 'dzalim', 'ke', 'orang', 'lain', 'membuat', 'hidup', 'anda', 'tidak', 'berkah', 'dan', 'ada', 'balasannya', 'baik', 'di', 'dunia', 'dan', 'akhirat']","['astagfirullah', 'kecewa', 'rugi', 'jutaan', 'pakai', 'traveloka', 'refund', 'hotel', 'the', 'bogor', 'resecedule', 'kapok', 'pesan', 'hotel', 'pakai', 'traveloka', 'hangus', 'pesanannya', 'dzalim', 'orang', 'hidup', 'berkah', 'balasannya', 'baik', 'dunia', 'akhirat']","['astagfirullah', 'kecewa', 'rugi', 'juta', 'pakai', 'traveloka', 'refund', 'hotel', 'the', 'bogor', 'resecedule', 'kapok', 'pesan', 'hotel', 'pakai', 'traveloka', 'hangus', 'pesan', 'dzalim', 'orang', 'hidup', 'berkah', 'balas', 'baik', 'dunia', 'akhirat']",0
kecewa dengan pembelian tiket bis tertera informasi bus nya leg rest ternyata nggak jadwal keberangkatan ngaret jam kalo begini entah siapa yg harus disalahkan atau komplein bis dmi dari sinar jaya sangat tidak rekomendasi,Negatif,"['kecewa', 'dengan', 'pembelian', 'tiket', 'bis', 'tertera', 'informasi', 'bus', 'nya', 'leg', 'rest', 'ternyata', 'nggak', 'jadwal', 'keberangkatan', 'ngaret', 'jam', 'kalo', 'begini', 'entah', 'siapa', 'yg', 'harus', 'disalahkan', 'atau', 'komplein', 'bis', 'dmi', 'dari', 'sinar', 'jaya', 'sangat', 'tidak', 'rekomendasi']","['kecewa', 'dengan', 'pembelian', 'tiket', 'bis', 'tertera', 'informasi', 'bus', 'nya', 'leg', 'rest', 'ternyata', 'tidak', 'jadwal', 'keberangkatan', 'ngaret', 'jam', 'kalau', 'begini', 'entah', 'siapa', 'yang', 'harus', 'disalahkan', 'atau', 'komplein', 'bis', 'dmi', 'dari', 'sinar', 'jaya', 'sangat', 'tidak', 'rekomendasi']","['kecewa', 'dengan', 'pembelian', 'tiket', 'bis', 'tertera', 'informasi', 'bus', 'nya', 'leg', 'rest', 'ternyata', 'tidak', 'jadwal', 'keberangkatan', 'ngaret', 'jam', 'kalau', 'begini', 'entah', 'siapa', 'yang', 'harus', 'disalahkan', 'atau', 'komplein', 'bis', 'dmi', 'dari', 'sinar', 'jaya', 'sangat', 'tidak', 'rekomendasi']","['kecewa', 'pembelian', 'tiket', 'bis', 'tertera', 'informasi', 'bus', 'leg', 'rest', 'jadwal', 'keberangkatan', 'ngaret', 'jam', 'disalahkan', 'komplein', 'bis', 'dmi', 'sinar', 'jaya', 'rekomendasi']","['kecewa', 'beli', 'tiket', 'bis', 'tera', 'informasi', 'bus', 'leg', 'rest', 'jadwal', 'berangkat', 'ngaret', 'jam', 'salah', 'komplein', 'bis', 'dmi', 'sinar', 'jaya', 'rekomendasi']",0
harga murah hanya jebakan setelah di booking jadwal di rubah dan kita harus nambah biaya lagi untuk re schedule ke maskapai yang lain dan proses refund sangat ribet,Negatif,"['harga', 'murah', 'hanya', 'jebakan', 'setelah', 'di', 'booking', 'jadwal', 'di', 'rubah', 'dan', 'kita', 'harus', 'nambah', 'biaya', 'lagi', 'untuk', 're', 'schedule', 'ke', 'maskapai', 'yang', 'lain', 'dan', 'proses', 'refund', 'sangat', 'ribet']","['harga', 'murah', 'hanya', 'jebakan', 'setelah', 'di', 'booking', 'jadwal', 'di', 'rubah', 'dan', 'kita', 'harus', 'nambah', 'biaya', 'lagi', 'untuk', 're', 'jadwal', 'ke', 'maskapai', 'yang', 'lain', 'dan', 'proses', 'refund', 'sangat', 'ribet']","['harga', 'murah', 'hanya', 'jebakan', 'setelah', 'di', 'booking', 'jadwal', 'di', 'rubah', 'dan', 'kita', 'harus', 'nambah', 'biaya', 'lagi', 'untuk', 're', 'jadwal', 'ke', 'maskapai', 'yang', 'lain', 'dan', 'proses', 'refund', 'sangat', 'ribet']","['harga', 'murah', 'jebakan', 'booking', 'jadwal', 'rubah', 'nambah', 'biaya', 're', 'jadwal', 'maskapai', 'proses', 'refund', 'ribet']","['harga', 'murah', 'jebak', 'booking', 'jadwal', 'rubah', 'nambah', 'biaya', 're', 'jadwal', 'maskapai', 'proses', 'refund', 'ribet']",0
mulai pakai traveloka dr tahun walaupun lebih mahal tp selama ni ok ok aja dan saya barusan pesan tiket keluar negri saya email ke cs traveloka untuk pesan kursi roda tp cs nya balas gk bisa bantu pesan kan buat apa bayar biaya admin kalau gk ada pelayanan nya sama sekali,Negatif,"['mulai', 'pakai', 'traveloka', 'dr', 'tahun', 'walaupun', 'lebih', 'mahal', 'tp', 'selama', 'ni', 'ok', 'ok', 'aja', 'dan', 'saya', 'barusan', 'pesan', 'tiket', 'keluar', 'negri', 'saya', 'email', 'ke', 'cs', 'traveloka', 'untuk', 'pesan', 'kursi', 'roda', 'tp', 'cs', 'nya', 'balas', 'gk', 'bisa', 'bantu', 'pesan', 'kan', 'buat', 'apa', 'bayar', 'biaya', 'admin', 'kalau', 'gk', 'ada', 'pelayanan', 'nya', 'sama', 'sekali']","['mulai', 'pakai', 'traveloka', 'dari', 'tahun', 'walaupun', 'lebih', 'mahal', 'tapi', 'selama', 'ni', 'oke', 'oke', 'saja', 'dan', 'saya', 'barusan', 'pesan', 'tiket', 'keluar', 'negri', 'saya', 'email', 'ke', 'customer service', 'traveloka', 'untuk', 'pesan', 'kursi', 'roda', 'tapi', 'customer service', 'nya', 'balas', 'tidak', 'bisa', 'bantu', 'pesan', 'kan', 'buat', 'apa', 'bayar', 'biaya', 'admin', 'kalau', 'tidak', 'ada', 'pelayanan', 'nya', 'sama', 'sekali']","['mulai', 'pakai', 'traveloka', 'dari', 'tahun', 'walaupun', 'lebih', 'mahal', 'tapi', 'selama', 'ni', 'oke', 'oke', 'saja', 'dan', 'saya', 'barusan', 'pesan', 'tiket', 'keluar', 'negri', 'saya', 'email', 'ke', 'customer rvice', 'traveloka', 'untuk', 'pesan', 'kursi', 'roda', 'tapi', 'customer rvice', 'nya', 'balas', 'tidak', 'bisa', 'bantu', 'pesan', 'kan', 'buat', 'apa', 'bayar', 'biaya', 'admin', 'kalau', 'tidak', 'ada', 'pelayanan', 'nya', 'sama', 'sekali']","['pakai', 'traveloka', 'mahal', 'tapi', 'ni', 'oke', 'oke', 'barusan', 'pesan', 'tiket', 'negri', 'email', 'customer service', 'traveloka', 'pesan', 'kursi', 'roda', 'tapi', 'customer service', 'balas', 'bantu', 'pesan', 'bayar', 'biaya', 'admin', 'pelayanan']","['pakai', 'traveloka', 'mahal', 'tapi', 'ni', 'oke', 'oke', 'barusan', 'pesan', 'tiket', 'negri', 'email', 'customer service', 'traveloka', 'pesan', 'kursi', 'roda', 'tapi', 'customer service', 'balas', 'bantu', 'pesan', 'bayar', 'biaya', 'admin', 'layan']",0
baru kejadian pesen kamar hotel sdh full payment tiba akun logout sendiri history pemesanan hilang di apk begitu ke hotel ternyata full akhir nya gk dpt hotel duit amblas gk berkah aplikasi kalian,Negatif,"['baru', 'kejadian', 'pesen', 'kamar', 'hotel', 'sdh', 'full', 'payment', 'tiba', 'akun', 'logout', 'sendiri', 'history', 'pemesanan', 'hilang', 'di', 'apk', 'begitu', 'ke', 'hotel', 'ternyata', 'full', 'akhir', 'nya', 'gk', 'dpt', 'hotel', 'duit', 'amblas', 'gk', 'berkah', 'aplikasi', 'kalian']","['baru', 'kejadian', 'pesan', 'kamar', 'hotel', 'sudah', 'full', 'payment', 'tiba', 'akun', 'logout', 'sendiri', 'history', 'pemesanan', 'hilang', 'di', 'aplikasi', 'begitu', 'ke', 'hotel', 'ternyata', 'full', 'akhir', 'nya', 'tidak', 'dpt', 'hotel', 'duit', 'amblas', 'tidak', 'berkah', 'aplikasi', 'kalian']","['baru', 'kejadian', 'pesan', 'kamar', 'hotel', 'sudah', 'full', 'payment', 'tiba', 'akun', 'logout', 'sendiri', 'history', 'pemesanan', 'hilang', 'di', 'aplikasi', 'begitu', 'ke', 'hotel', 'ternyata', 'full', 'akhir', 'nya', 'tidak', 'dpt', 'hotel', 'duit', 'amblas', 'tidak', 'berkah', 'aplikasi', 'kalian']","['kejadian', 'pesan', 'kamar', 'hotel', 'full', 'payment', 'akun', 'logout', 'history', 'pemesanan', 'hilang', 'aplikasi', 'hotel', 'full', 'dpt', 'hotel', 'duit', 'amblas', 'berkah', 'aplikasi']","['jadi', 'pesan', 'kamar', 'hotel', 'full', 'payment', 'akun', 'logout', 'history', 'mesan', 'hilang', 'aplikasi', 'hotel', 'full', 'dpt', 'hotel', 'duit', 'amblas', 'berkah', 'aplikasi']",0
